Absorbance:209, 
860.955, -0.07
861.34, -0.06
861.724, -0.06
862.108, -0.06
862.492, -0.06
862.876, -0.06
863.26, -0.08
863.644, -0.05
864.028, -0.05
864.412, -0.06
864.795, -0.07
865.179, -0.04
865.563, -0.05
865.946, -0.07
866.33, -0.06
866.713, -0.06
867.097, -0.05
867.48, -0.05
867.863, -0.05
868.246, -0.06
868.629, -0.05
869.013, -0.05
869.396, -0.06
869.779, -0.06
870.161, -0.06
870.544, -0.07
870.927, -0.05
871.31, -0.05
871.693, -0.06
872.075, -0.06
872.458, -0.06
872.84, -0.06
873.223, -0.05
873.605, -0.05
873.987, -0.04
874.37, -0.05
874.752, -0.05
875.134, -0.05
875.516, -0.07
875.898, -0.04
876.28, -0.06
876.662, -0.05
877.044, -0.06
877.426, -0.05
877.807, -0.05
878.189, -0.04
878.571, -0.03
878.952, -0.05
879.334, -0.05
879.715, -0.06
880.097, -0.05
880.478, -0.05
880.859, -0.04
881.24, -0.06
881.622, -0.06
882.003, -0.06
882.384, -0.05
882.765, -0.04
883.146, -0.06
883.526, -0.05
883.907, -0.06
884.288, -0.06
884.669, -0.05
885.049, -0.04
885.43, -0.05
885.81, -0.05
886.191, -0.07
886.571, -0.05
886.952, -0.05
887.332, -0.05
887.712, -0.05
888.092, -0.06
888.472, -0.06
888.852, -0.04
889.232, -0.05
889.612, -0.05
889.992, -0.05
890.372, -0.05
890.752, -0.06
891.131, -0.07
891.511, -0.06
891.89, -0.05
892.27, -0.06
892.649, -0.04
893.029, -0.05
893.408, -0.05
893.787, -0.04
894.167, -0.04
894.546, -0.03
894.925, -0.05
895.304, -0.05
895.683, -0.05
896.062, -0.06
896.441, -0.05
896.819, -0.04
897.198, -0.05
897.577, -0.05
897.955, -0.07
898.334, -0.06
898.712, -0.05
899.091, -0.04
899.469, -0.05
899.848, -0.05
900.226, -0.07
900.604, -0.04
900.982, -0.04
901.36, -0.04
901.738, -0.04
902.116, -0.04
902.494, -0.03
902.872, -0.03
903.25, -0.05
903.628, -0.05
904.005, -0.06
904.383, -0.02
904.76, -0.03
905.138, -0.05
905.515, -0.04
905.893, -0.02
906.27, -0.02
906.647, -0.02
907.024, -0.03
907.402, -0.05
907.779, -0.05
908.156, -0.06
908.533, -0.04
908.91, 0
909.286, -0.01
909.663, -0.02
910.04, -0.02
910.417, -0.03
910.793, -0.05
911.17, -0.05
911.546, -0.04
911.923, -0.04
912.299, -0.03
912.675, -0.04
913.051, -0.04
913.428, -0.05
913.804, -0.03
914.18, -0.04
914.556, -0.04
914.932, -0.03
915.308, -0.05
915.683, -0.05
916.059, -0.02
916.435, -0.04
916.811, -0.05
917.186, -0.03
917.562, -0.03
917.937, -0.05
918.313, -0.06
918.688, -0.05
919.063, -0.04
919.438, 0.01
919.814, -0.05
920.189, -0.02
920.564, -0.04
920.939, -0.04
921.314, -0.04
921.689, -0.06
922.063, -0.03
922.438, -0.06
922.813, 0
923.187, -0.02
923.562, -0.03
923.936, -0.05
924.311, -0.02
924.685, -0.03
925.06, -0.02
925.434, -0.07
925.808, -0.05
926.182, -0.04
926.556, -0.02
926.93, -0.01
927.304, -0.02
927.678, -0.03
928.052, -0.03
928.426, -0.07
928.8, -0.05
929.173, -0.03
929.547, -0.06
929.92, -0.03
930.294, -0.03
930.667, -0.01
931.041, -0.06
931.414, -0.05
931.787, -0.01
932.161, -0.01
932.534, -0.04
932.907, -0.03
933.28, -0.04
933.653, -0.05
934.026, -0.03
934.398, 0.03
934.771, -0.03
935.144, -0.05
935.517, -0.03
935.889, -0.01
936.262, -0.04
936.634, -0.05
937.007, -0.01
937.379, -0.04
937.751, -0.08
938.123, 0.01
938.496, -0.07
938.868, -0.04
939.24, 0
939.612, -0.06
939.984, 0
940.355, -0.02
940.727, -0.04
941.099, 0.01
941.471, -0.03
941.842, -0.02
942.214, -0.02
942.585, -0.02
942.957, -0.07
943.328, -0.04
943.7, -0.04
944.071, 0
944.442, -0.02
944.813, -0.03
945.184, -0.02
945.555, -0.01
945.926, -0.01
946.297, -0.05
946.668, -0.05
947.039, 0.03
947.409, -0.04
947.78, 0.05
948.151, -0.1
948.521, -0.04
948.892, -0.01
949.262, 0.02
949.633, -0.05
950.003, 0
950.373, -0.01
950.743, -0.05
951.113, -0.02
951.483, 0.01
951.853, -0.02
952.223, -0.06
952.593, -0.04
952.963, 0.02
953.333, -0.06
953.702, 0.01
954.072, 0.03
954.442, 0
954.811, -0.06
955.181, 0.03
955.55, -0.02
955.919, 0.03
956.289, -0.04
956.658, -0.09
957.027, -0.05
957.396, -0.02
957.765, 0.04
958.134, -0.02
958.503, 0.02
958.872, 0.03
959.24, -0.04
959.609, -0.05
959.978, 0
960.346, 0.02
960.715, -0.08
961.083, -0.04
961.452, -0.03
961.82, -0.03
962.188, -0.03
962.557, -0.03
962.925, -0.06
963.293, -0.04
963.661, -0.05
964.029, -0.05
964.397, -0.01
964.765, 0.02
965.133, -0.01
965.5, -0.02
965.868, -0.02
966.236, -0.08
966.603, 0.09
966.971, -0.04
967.338, -0.07
967.706, -0.06
968.073, -0.06
968.44, -0.03
968.807, 0.13
969.174, 0.06
969.542, 0.1
969.909, 0
970.275, -0.11
970.642, 0.11
971.009, 0.04
971.376, -0.06
971.743, -0.08
972.109, -0.01
972.476, -0.13
972.842, -0.03
973.209, 0.03
973.575, -0.09
973.942, -0.07
974.308, -0.06
974.674, 0
975.04, 0.03
975.406, -0.1
975.772, -0.06
976.138, 0.03
976.504, 0.03
976.87, -0.08
977.236, -0.02
977.602, 0
977.967, -0.02
978.333, -0.06
978.698, -0.03
979.064, -0.14
979.429, 0.08
979.795, 0.02
980.16, -0.05
980.525, 0.07
980.89, 0
981.255, -0.09
981.621, 0.07
981.986, 0.09
982.35, -0.02
982.715, -0.11
983.08, -0.06
983.445, -0.03
983.81, 0.01
984.174, -0.01
984.539, 0.08
984.903, 0.08
985.268, 0.04
985.632, -0.02
985.996, -0.15
986.361, 0.02
986.725, -0.03
987.089, -0.07
987.453, -0.03
987.817, 0.05
988.181, 0.06
988.545, -0.07
988.909, -0.04
989.272, -0.01
989.636, -0.07
990, -0.09
990.363, -0.05
990.727, 0.11
991.09, 0.05
991.454, 0.02
991.817, 0.02
992.18, -0.05
992.543, 0.01
992.907, 0.07
993.27, 0
993.633, -0.04
993.996, 0.07
994.359, 0
994.721, -0.01
995.084, -0.07
995.447, 0.02
995.81, -0.08
996.172, -0.01
996.535, -0.04
996.897, 0.09
997.259, -0.02
997.622, 0.07
997.984, -0.02
998.346, -0.11
998.708, -0.1
999.071, -0.17
999.433, -0.17
999.795, -0.06
1000.156, -0.06
1000.518, -0.04
1000.88, -0.01
1001.242, -0.01
1001.603, -0.09
1001.965, 0.02
1002.327, -0.02
1002.688, 0.09
1003.049, -0.02
1003.411, 0
1003.772, -0.01
1004.133, 0.07
1004.495, 0.15
1004.856, -0.11
1005.217, -0.1
1005.578, -0.1
1005.939, 0.04
1006.299, 0.01
1006.66, -0.01
1007.021, -0.18
1007.382, 0.17
1007.742, -0.02
1008.103, 0.04
1008.463, 0.07
1008.824, 0.06
1009.184, -0.16
1009.544, -0.08
1009.904, -0.2
1010.265, -0.08
1010.625, -0.13
1010.985, 0.03
1011.345, 0.08
1011.705, -0.05
1012.065, 0.02
1012.424, -0.15
1012.784, 0.05
1013.144, -0.02
1013.503, 0.05
1013.863, 0.04
1014.222, 0.06
1014.582, 0.15
1014.941, -0.11
1015.3, 0.01
1015.66, -0.11
1016.019, -0.06
1016.378, -0.19
1016.737, -0.09
1017.096, 0.12
1017.455, -0.12
1017.814, -0.15
1018.173, -0.01
1018.531, 0.18
1018.89, -0.08
1019.249, 0.07
1019.607, -0.19
1019.966, -0.06
1020.324, 0.12
1020.682, 0.01
1021.041, -0.02
1021.399, 0.03
1021.757, -0.04
1022.115, 0.13
1022.473, -0.19
1022.831, -0.1
1023.189, -0.11
1023.547, 0.02
1023.905, 0.15
1024.263, -0.02
1024.62, -0.02
1024.978, 0.03
1025.335, -0.01
1025.693, 0.02
1026.05, -0.07
1026.408, 0.04
1026.765, -0.26
1027.122, -0.23
1027.479, 0.08
1027.837, 0.14
1028.194, 0.07
1028.551, 0.19
1028.908, 0.1
1029.264, -0.03
1029.621, 0.05
1029.978, 0
1030.335, -0.1
1030.691, 0.06
1031.048, -0.11
1031.404, 0.08
1031.761, -0.13
1032.117, 0.04
1032.473, 0
1032.83, -0.19
1033.186, -0.16
1033.542, -0.03
1033.898, 0.1
1034.254, 0
1034.61, 0
1034.966, 0
