Absorbance:209, 
890.752, 0.06
891.131, 0.06
891.511, 0.06
891.89, 0.07
892.27, 0.07
892.649, 0.08
893.029, 0.05
893.408, 0.08
893.787, 0.08
894.167, 0.08
894.546, 0.07
894.925, 0.06
895.304, 0.07
895.683, 0.06
896.062, 0.06
896.441, 0.07
896.819, 0.08
897.198, 0.07
897.577, 0.07
897.955, 0.06
898.334, 0.06
898.712, 0.07
899.091, 0.08
899.469, 0.06
899.848, 0.07
900.226, 0.05
900.604, 0.07
900.982, 0.08
901.36, 0.1
901.738, 0.1
902.116, 0.09
902.494, 0.08
902.872, 0.08
903.25, 0.09
903.628, 0.11
904.005, 0.06
904.383, 0.1
904.76, 0.09
905.138, 0.07
905.515, 0.1
905.893, 0.12
906.27, 0.13
906.647, 0.07
907.024, 0.1
907.402, 0.08
907.779, 0.08
908.156, 0.08
908.533, 0.09
908.91, 0.1
909.286, 0.1
909.663, 0.11
910.04, 0.1
910.417, 0.1
910.793, 0.07
911.17, 0.09
911.546, 0.08
911.923, 0.09
912.299, 0.08
912.675, 0.07
913.051, 0.1
913.428, 0.12
913.804, 0.1
914.18, 0.1
914.556, 0.1
914.932, 0.07
915.308, 0.1
915.683, 0.1
916.059, 0.08
916.435, 0.1
916.811, 0.07
917.186, 0.08
917.562, 0.06
917.937, 0.07
918.313, 0.1
918.688, 0.07
919.063, 0.1
919.438, 0.11
919.814, 0.08
920.189, 0.07
920.564, 0.08
920.939, 0.1
921.314, 0.11
921.689, 0.09
922.063, 0.1
922.438, 0.1
922.813, 0.09
923.187, 0.08
923.562, 0.07
923.936, 0.08
924.311, 0.09
924.685, 0.12
925.06, 0.08
925.434, 0.03
925.808, 0.07
926.182, 0.08
926.556, 0.09
926.93, 0.11
927.304, 0.09
927.678, 0.08
928.052, 0.05
928.426, 0.04
928.8, 0.09
929.173, 0.08
929.547, 0.06
929.92, 0.07
930.294, 0.04
930.667, 0.06
931.041, 0.05
931.414, 0.05
931.787, 0.08
932.161, 0.07
932.534, 0.05
932.907, 0.08
933.28, 0.07
933.653, 0.06
934.026, 0.11
934.398, 0.14
934.771, 0.08
935.144, 0.09
935.517, 0.07
935.889, 0.06
936.262, 0.06
936.634, 0.05
937.007, 0.05
937.379, 0.07
937.751, 0.02
938.123, 0.09
938.496, 0.07
938.868, 0.03
939.24, 0.07
939.612, 0.08
939.984, 0.06
940.355, 0.07
940.727, 0.03
941.099, 0.09
941.471, 0.1
941.842, 0.05
942.214, 0.08
942.585, 0.07
942.957, 0.04
943.328, 0.11
943.7, 0.05
944.071, 0.11
944.442, 0.07
944.813, 0.07
945.184, 0.03
945.555, 0.03
945.926, 0.08
946.297, 0.07
946.668, 0.03
947.039, 0.1
947.409, 0.02
947.78, 0.11
948.151, 0.04
948.521, 0.07
948.892, 0.14
949.262, 0.06
949.633, 0.07
950.003, 0.09
950.373, 0.04
950.743, 0.1
951.113, 0.08
951.483, 0.03
951.853, 0.04
952.223, 0.07
952.593, 0.08
952.963, 0.1
953.333, 0.07
953.702, 0.11
954.072, 0.1
954.442, 0.03
954.811, 0
955.181, 0.11
955.55, 0.1
955.919, 0.11
956.289, 0.05
956.658, 0.01
957.027, 0.05
957.396, 0.03
957.765, 0.07
958.134, 0.04
958.503, 0.09
958.872, 0.09
959.24, 0.03
959.609, 0.04
959.978, 0.16
960.346, 0.11
960.715, -0.03
961.083, 0.11
961.452, 0.1
961.82, 0.07
962.188, 0.15
962.557, 0.03
962.925, 0.09
963.293, 0.08
963.661, 0.1
964.029, 0.04
964.397, 0.1
964.765, 0.08
965.133, 0.18
965.5, 0.06
965.868, 0.08
966.236, -0.01
966.603, 0.08
966.971, 0.04
967.338, 0.1
967.706, 0.08
968.073, -0.01
968.44, 0.07
968.807, 0.22
969.174, 0.14
969.542, 0.18
969.909, 0.16
970.275, -0.05
970.642, 0.15
971.009, 0.2
971.376, 0.04
971.743, 0.01
972.109, -0.03
972.476, -0.02
972.842, 0.11
973.209, 0.09
973.575, 0.01
973.942, 0.01
974.308, -0.01
974.674, 0.04
975.04, 0.03
975.406, 0.07
975.772, 0.04
976.138, 0.09
976.504, 0.16
976.87, -0.03
977.236, 0.12
977.602, 0.08
977.967, 0.11
978.333, -0.06
978.698, 0.05
979.064, -0.03
979.429, 0.11
979.795, 0.1
980.16, 0.06
980.525, 0.07
980.89, 0.14
981.255, -0.02
981.621, 0.07
981.986, 0.03
982.35, 0.01
982.715, -0.06
983.08, 0.13
983.445, 0.14
983.81, 0.04
984.174, 0.02
984.539, 0.1
984.903, 0.05
985.268, 0.07
985.632, 0.08
985.996, 0.03
986.361, 0.12
986.725, -0.07
987.089, 0.02
987.453, 0.16
987.817, 0.12
988.181, 0.11
988.545, -0.01
988.909, 0.1
989.272, 0.07
989.636, 0
990, -0.12
990.363, -0.02
990.727, 0.12
991.09, 0.22
991.454, 0.06
991.817, 0.14
992.18, -0.03
992.543, 0.12
992.907, 0.2
993.27, 0.07
993.633, 0.01
993.996, 0.22
994.359, 0.1
994.721, -0.02
995.084, 0.17
995.447, 0
995.81, -0.07
996.172, 0.03
996.535, -0.07
996.897, 0.19
997.259, -0.01
997.622, 0.08
997.984, -0.07
998.346, -0.01
998.708, 0.2
999.071, -0.02
999.433, 0.05
999.795, -0.09
1000.156, -0.05
1000.518, 0.18
1000.88, 0.04
1001.242, 0.16
1001.603, 0.04
1001.965, 0.18
1002.327, 0.14
1002.688, 0.22
1003.049, 0.01
1003.411, 0.04
1003.772, 0.01
1004.133, 0.1
1004.495, 0.06
1004.856, -0.01
1005.217, 0.01
1005.578, 0.07
1005.939, 0.12
1006.299, 0.07
1006.66, 0.14
1007.021, 0
1007.382, -0.05
1007.742, 0.15
1008.103, 0.02
1008.463, 0.13
1008.824, 0.05
1009.184, -0.04
1009.544, 0.16
1009.904, -0.1
1010.265, 0.04
1010.625, 0.13
1010.985, 0.26
1011.345, 0.29
1011.705, 0.03
1012.065, 0.02
1012.424, -0.1
1012.784, 0.17
1013.144, 0.05
1013.503, 0.05
1013.863, 0.14
1014.222, 0.15
1014.582, 0.29
1014.941, -0.08
1015.3, 0.03
1015.66, 0.11
1016.019, 0.19
1016.378, 0.12
1016.737, -0.03
1017.096, 0.22
1017.455, -0.06
1017.814, 0.03
1018.173, 0.04
1018.531, 0.07
1018.89, 0.01
1019.249, 0.23
1019.607, -0.06
1019.966, -0.05
1020.324, 0.15
1020.682, 0.02
1021.041, 0.08
1021.399, 0.13
1021.757, 0.17
1022.115, 0.02
1022.473, 0.11
1022.831, 0.12
1023.189, 0.2
1023.547, 0.03
1023.905, 0.27
1024.263, 0.2
1024.62, -0.08
1024.978, 0.13
1025.335, 0.06
1025.693, 0.08
1026.05, 0.08
1026.408, 0.07
1026.765, 0.08
1027.122, -0.24
1027.479, 0.39
1027.837, 0.16
1028.194, 0.43
1028.551, 0.16
1028.908, 0.04
1029.264, 0.07
1029.621, 0.09
1029.978, 0.09
1030.335, 0.04
1030.691, 0.14
1031.048, 0.03
1031.404, 0.16
1031.761, 0.09
1032.117, 0.06
1032.473, 0.05
1032.83, -0.11
1033.186, 0.14
1033.542, 0.21
1033.898, 0.2
1034.254, -0.02
1034.61, -0.02
1034.966, -0.02
