lambda, intensity
806.197, 11602.18
806.59, 11744.95
806.982, 11712.19
807.374, 11777.72
807.766, 11920.49
808.159, 11557.71
808.551, 11492.18
808.943, 11522.6
809.335, 11199.61
809.727, 10916.4
810.118, 11173.86
810.51, 11267.49
810.902, 11400.9
811.294, 11440.68
811.685, 11138.76
812.077, 11244.08
812.468, 11019.39
812.86, 11031.09
813.251, 11194.93
813.643, 10914.06
814.034, 11054.5
814.425, 11073.22
814.816, 10696.39
815.207, 10366.38
815.598, 10675.33
815.989, 10651.92
816.38, 10581.71
816.771, 10775.97
817.162, 10691.71
817.553, 10541.92
817.944, 10460
818.334, 10410.85
818.725, 10211.9
819.115, 10282.12
819.506, 10310.21
819.896, 10167.43
820.287, 10296.16
820.677, 10244.67
821.067, 10218.93
821.457, 10158.07
821.848, 10104.24
822.238, 10151.05
822.628, 9933.38
823.018, 10144.03
823.408, 9902.95
823.797, 9661.88
824.187, 9764.86
824.577, 9668.9
824.967, 9825.72
825.356, 9940.4
825.746, 9926.36
826.135, 9603.36
826.525, 9565.92
826.914, 9385.69
827.304, 9495.7
827.693, 9498.04
828.082, 9678.26
828.471, 9757.84
828.86, 9877.21
829.249, 9657.2
829.638, 9437.19
830.027, 9289.73
830.416, 9245.26
830.805, 9261.65
831.194, 9479.32
831.582, 9355.27
831.971, 9315.48
832.36, 9198.45
832.748, 8978.44
833.137, 9067.38
833.525, 9062.7
833.914, 9036.95
834.302, 8940.99
834.69, 8835.67
835.078, 8608.64
835.466, 8728
835.854, 8660.13
836.243, 8601.62
836.63, 8582.89
837.018, 8271.6
837.406, 8388.63
837.794, 8358.2
838.182, 8554.8
838.569, 8433.1
838.957, 8355.86
839.345, 8208.41
839.732, 8222.45
840.12, 8128.83
840.507, 8283.3
840.894, 8168.62
841.282, 8330.11
841.669, 8126.49
842.056, 7967.33
842.443, 8255.22
842.83, 8210.75
843.217, 8390.97
843.604, 8306.71
843.991, 8124.15
844.378, 7857.32
844.764, 7918.18
845.151, 7808.17
845.538, 7658.38
845.924, 7773.07
846.311, 7775.41
846.697, 7768.38
847.084, 8082.02
847.47, 7693.49
847.856, 7634.97
848.242, 7630.29
848.629, 7529.65
849.015, 7691.15
849.401, 7670.08
849.787, 7546.03
850.173, 7426.67
850.559, 7311.98
850.944, 7138.78
851.33, 7091.97
851.716, 7056.86
852.102, 7031.12
852.487, 7230.06
852.873, 6960.9
853.258, 6974.94
853.644, 7042.82
854.029, 6897.71
854.414, 6974.94
854.799, 6815.79
855.185, 6771.32
855.57, 6651.95
855.955, 6729.19
856.34, 6588.75
856.725, 6766.64
857.11, 6450.66
857.495, 6605.14
857.879, 6794.72
858.264, 6551.31
858.649, 6584.07
859.033, 6513.86
859.418, 6572.37
859.802, 6443.64
860.187, 6406.19
860.571, 6347.68
860.955, 6247.04
861.34, 6682.38
861.724, 6464.71
862.108, 6483.43
862.492, 6279.8
862.876, 6249.38
863.26, 6130.01
863.644, 6151.07
864.028, 6029.37
864.412, 6041.07
864.795, 6104.26
865.179, 6130.01
865.563, 5956.81
865.946, 5849.15
866.33, 5734.46
866.713, 5881.91
867.097, 5666.58
867.48, 5846.8
867.863, 5619.77
868.246, 5622.11
868.629, 5608.07
869.013, 5547.22
869.396, 5406.78
869.779, 5439.55
870.161, 5561.26
870.544, 5516.79
870.927, 5079.11
871.31, 5416.15
871.693, 5212.52
872.075, 5245.29
872.458, 5374.02
872.84, 5308.48
873.223, 5135.28
873.605, 5123.58
873.987, 5266.35
874.37, 5011.23
874.752, 4781.86
875.134, 4788.88
875.516, 4896.55
875.898, 4901.23
876.28, 4901.23
876.662, 4992.51
877.044, 5027.62
877.426, 5058.04
877.807, 4863.78
878.189, 4798.24
878.571, 4812.29
878.952, 4758.46
879.334, 4728.03
879.715, 4849.74
880.097, 4831.01
880.478, 4786.54
880.859, 4784.2
881.24, 4711.64
881.622, 4767.82
882.003, 4941.02
882.384, 4999.53
882.765, 5161.03
883.146, 5046.34
883.526, 5144.64
883.907, 5212.52
884.288, 5231.24
884.669, 5406.78
885.049, 5231.24
885.43, 5111.88
885.81, 5413.81
886.191, 5310.82
886.571, 5280.39
886.952, 5577.64
887.332, 5441.89
887.712, 5345.93
888.092, 5500.41
888.472, 5540.19
888.852, 5521.47
889.232, 5743.82
889.612, 5736.8
889.992, 5650.2
890.372, 5722.76
890.752, 5699.35
891.131, 5734.46
891.511, 5572.96
891.89, 5523.81
892.27, 5673.6
892.649, 5778.93
893.029, 5453.59
893.408, 5434.87
893.787, 5441.89
894.167, 5301.46
894.546, 5055.7
894.925, 5107.2
895.304, 5196.14
895.683, 5069.75
896.062, 5022.94
896.441, 5062.73
896.819, 4877.82
897.198, 4983.15
897.577, 4788.88
897.955, 4835.69
898.334, 4650.79
898.712, 4655.47
899.091, 4639.09
899.469, 4592.28
899.848, 4648.45
900.226, 4496.32
900.604, 4241.2
900.982, 4339.5
901.36, 4213.11
901.738, 4072.68
902.116, 4077.36
902.494, 4093.74
902.872, 4119.49
903.25, 3962.67
903.628, 3986.08
904.005, 3979.06
904.383, 3890.12
904.76, 3925.22
905.138, 3791.81
905.515, 3943.95
905.893, 3845.65
906.27, 3857.35
906.647, 3829.26
907.024, 3728.62
907.402, 3656.06
907.779, 3574.14
908.156, 3681.81
908.533, 3550.74
908.91, 3604.57
909.286, 3431.37
909.663, 3499.25
910.04, 3562.44
910.417, 3618.61
910.793, 3377.54
911.17, 3534.36
911.546, 3372.86
911.923, 3351.79
912.299, 3440.73
912.675, 3307.32
913.051, 3248.81
913.428, 3216.04
913.804, 3251.15
914.18, 3202
914.556, 3113.06
914.932, 3180.93
915.308, 3136.46
915.683, 3099.02
916.059, 3185.62
916.435, 3075.61
916.811, 2998.37
917.186, 2904.75
917.562, 2960.92
917.937, 2883.69
918.313, 3005.39
918.688, 3047.52
919.063, 3019.44
919.438, 2869.64
919.814, 2829.85
920.189, 2745.59
920.564, 2841.56
920.939, 2953.9
921.314, 2944.54
921.689, 2888.37
922.063, 2916.45
922.438, 2841.56
922.813, 2869.64
923.187, 2864.96
923.562, 2710.49
923.936, 2761.98
924.311, 2790.06
924.685, 2658.99
925.06, 2647.29
925.434, 2644.95
925.808, 2661.34
926.182, 2628.57
926.556, 2506.86
926.93, 2492.82
927.304, 2499.84
927.678, 2434.3
928.052, 2399.2
928.426, 2511.54
928.8, 2504.52
929.173, 2333.66
929.547, 2343.02
929.92, 2410.9
930.294, 2364.09
930.667, 2336
931.041, 2354.73
931.414, 2275.15
931.787, 2401.54
932.161, 2350.04
932.534, 2289.19
932.907, 2340.68
933.28, 2202.59
933.653, 2153.44
934.026, 2197.91
934.398, 2139.4
934.771, 2048.12
935.144, 2120.67
935.517, 2071.52
935.889, 1931.09
936.262, 2036.41
936.634, 2076.2
937.007, 2059.82
937.379, 1830.45
937.751, 1774.27
938.123, 1998.96
938.496, 1800.02
938.868, 1734.48
939.24, 1727.46
939.612, 1741.5
939.984, 1643.2
940.355, 1582.35
940.727, 1610.43
941.099, 1629.16
941.471, 1636.18
941.842, 1535.54
942.214, 1416.17
942.585, 1331.91
942.957, 1360
943.328, 1374.04
943.7, 1303.82
944.071, 1282.76
944.442, 1371.7
944.813, 1404.47
945.184, 1374.04
945.555, 1409.15
945.926, 1392.77
946.297, 1385.74
946.668, 1257.01
947.039, 1238.29
947.409, 1315.53
947.78, 1355.32
948.151, 1266.38
948.521, 1273.4
948.892, 1259.35
949.262, 1357.66
949.633, 1294.46
950.003, 1315.53
950.373, 1308.51
950.743, 1348.29
951.113, 1336.59
951.483, 1329.57
951.853, 1249.99
952.223, 1271.06
952.593, 1299.14
952.963, 1336.59
953.333, 1313.19
953.702, 1315.53
954.072, 1191.48
954.442, 1303.82
954.811, 1228.93
955.181, 1292.12
955.55, 1357.66
955.919, 1329.57
956.289, 1324.89
956.658, 1254.67
957.027, 1252.33
957.396, 1299.14
957.765, 1280.42
958.134, 1362.34
958.503, 1341.27
958.872, 1299.14
959.24, 1242.97
959.609, 1425.53
959.978, 1348.29
960.346, 1315.53
960.715, 1228.93
961.083, 1402.13
961.452, 1254.67
961.82, 1392.77
962.188, 1320.21
962.557, 1324.89
962.925, 1397.45
963.293, 1289.78
963.661, 1280.42
964.029, 1289.78
964.397, 1320.21
964.765, 1212.54
965.133, 1322.55
965.5, 1411.49
965.868, 1303.82
966.236, 1271.06
966.603, 1264.04
966.971, 1278.08
967.338, 1280.42
967.706, 1231.27
968.073, 1322.55
968.44, 1186.8
968.807, 1193.82
969.174, 1200.84
969.542, 1207.86
969.909, 1226.59
970.275, 1200.84
970.642, 1217.22
971.009, 1282.76
971.376, 1116.58
971.743, 1139.99
972.109, 1170.41
972.476, 1247.65
972.842, 1158.71
973.209, 1217.22
973.575, 1238.29
973.942, 1247.65
974.308, 1207.86
974.674, 1219.57
975.04, 1154.03
975.406, 1165.73
975.772, 1104.88
976.138, 1125.94
976.504, 1100.2
976.87, 1175.1
977.236, 1128.28
977.602, 1060.41
977.967, 1067.43
978.333, 1165.73
978.698, 1100.2
979.064, 1090.84
979.429, 1081.47
979.795, 1013.6
980.16, 1015.94
980.525, 1044.03
980.89, 1025.3
981.255, 1025.3
981.621, 941.04
981.986, 1048.71
982.35, 1006.58
982.715, 1053.39
983.08, 1006.58
983.445, 1076.79
983.81, 1065.09
984.174, 1044.03
984.539, 1006.58
984.903, 983.17
985.268, 1013.6
985.632, 1004.24
985.996, 983.17
986.361, 1006.58
986.725, 891.89
987.089, 889.55
987.453, 959.77
987.817, 966.79
988.181, 875.51
988.545, 866.14
988.909, 798.27
989.272, 903.59
989.636, 847.42
990, 880.19
990.363, 912.96
990.727, 809.97
991.09, 898.91
991.454, 908.27
991.817, 934.02
992.18, 875.51
992.543, 824.01
992.907, 863.8
993.27, 807.63
993.633, 863.8
993.996, 847.42
994.359, 826.36
994.721, 819.33
995.084, 838.06
995.447, 819.33
995.81, 753.8
996.172, 824.01
996.535, 809.97
996.897, 838.06
997.259, 716.35
997.622, 781.89
997.984, 784.23
998.346, 791.25
998.708, 828.7
999.071, 772.52
999.433, 805.29
999.795, 802.95
1000.156, 824.01
1000.518, 706.99
1000.88, 739.76
1001.242, 779.54
1001.603, 765.5
1001.965, 742.1
1002.327, 744.44
1002.688, 760.82
1003.049, 781.89
1003.411, 685.92
1003.772, 706.99
1004.133, 749.12
1004.495, 678.9
1004.856, 678.9
1005.217, 655.5
1005.578, 650.82
1005.939, 671.88
1006.299, 688.26
1006.66, 678.9
1007.021, 606.35
1007.382, 646.13
1007.742, 699.97
1008.103, 571.24
1008.463, 618.05
1008.824, 685.92
1009.184, 634.43
1009.544, 606.35
1009.904, 690.6
1010.265, 657.84
1010.625, 655.5
1010.985, 685.92
1011.345, 648.47
1011.705, 573.58
1012.065, 571.24
1012.424, 592.3
1012.784, 632.09
1013.144, 585.28
1013.503, 622.73
1013.863, 559.53
1014.222, 683.58
1014.582, 632.09
1014.941, 613.37
1015.3, 627.41
1015.66, 615.71
1016.019, 545.49
1016.378, 604
1016.737, 543.15
1017.096, 536.13
1017.455, 545.49
1017.814, 533.79
1018.173, 599.32
1018.531, 498.68
1018.89, 589.96
1019.249, 501.02
1019.607, 596.98
1019.966, 568.9
1020.324, 594.64
1020.682, 517.4
1021.041, 543.15
1021.399, 526.77
1021.757, 494
1022.115, 571.24
1022.473, 575.92
1022.831, 465.91
1023.189, 529.11
1023.547, 503.36
1023.905, 536.13
1024.263, 477.62
1024.62, 470.59
1024.978, 491.66
1025.335, 433.15
1025.693, 482.3
1026.05, 540.81
1026.408, 472.93
1026.765, 594.64
1027.122, 477.62
1027.479, 486.98
1027.837, 526.77
1028.194, 501.02
1028.551, 515.06
1028.908, 442.51
1029.264, 517.4
1029.621, 515.06
1029.978, 547.83
1030.335, 554.85
1030.691, 444.85
1031.048, 496.34
1031.404, 512.72
1031.761, 440.17
1032.117, 477.62
1032.473, 430.8
1032.83, 526.77
1033.186, 503.36
1033.542, 451.87
1033.898, 550.17
1034.254, 526.77
1034.61, 526.77
1034.966, 526.77
