Absorbance:209, 
859.802, -0.08
860.187, -0.08
860.571, -0.09
860.955, -0.08
861.34, -0.09
861.724, -0.08
862.108, -0.09
862.492, -0.08
862.876, -0.08
863.26, -0.09
863.644, -0.07
864.028, -0.08
864.412, -0.09
864.795, -0.08
865.179, -0.08
865.563, -0.08
865.946, -0.08
866.33, -0.08
866.713, -0.08
867.097, -0.07
867.48, -0.07
867.863, -0.06
868.246, -0.09
868.629, -0.07
869.013, -0.07
869.396, -0.09
869.779, -0.09
870.161, -0.08
870.544, -0.08
870.927, -0.09
871.31, -0.07
871.693, -0.07
872.075, -0.07
872.458, -0.08
872.84, -0.08
873.223, -0.08
873.605, -0.06
873.987, -0.08
874.37, -0.08
874.752, -0.08
875.134, -0.09
875.516, -0.08
875.898, -0.07
876.28, -0.09
876.662, -0.08
877.044, -0.08
877.426, -0.09
877.807, -0.08
878.189, -0.07
878.571, -0.07
878.952, -0.08
879.334, -0.07
879.715, -0.09
880.097, -0.08
880.478, -0.09
880.859, -0.08
881.24, -0.08
881.622, -0.11
882.003, -0.09
882.384, -0.08
882.765, -0.08
883.146, -0.09
883.526, -0.09
883.907, -0.1
884.288, -0.1
884.669, -0.09
885.049, -0.09
885.43, -0.09
885.81, -0.1
886.191, -0.09
886.571, -0.09
886.952, -0.1
887.332, -0.09
887.712, -0.09
888.092, -0.09
888.472, -0.1
888.852, -0.1
889.232, -0.09
889.612, -0.1
889.992, -0.1
890.372, -0.09
890.752, -0.11
891.131, -0.11
891.511, -0.11
891.89, -0.1
892.27, -0.11
892.649, -0.09
893.029, -0.1
893.408, -0.1
893.787, -0.1
894.167, -0.09
894.546, -0.09
894.925, -0.11
895.304, -0.12
895.683, -0.11
896.062, -0.11
896.441, -0.11
896.819, -0.1
897.198, -0.11
897.577, -0.11
897.955, -0.13
898.334, -0.12
898.712, -0.12
899.091, -0.11
899.469, -0.12
899.848, -0.1
900.226, -0.12
900.604, -0.11
900.982, -0.1
901.36, -0.11
901.738, -0.09
902.116, -0.11
902.494, -0.1
902.872, -0.11
903.25, -0.12
903.628, -0.11
904.005, -0.12
904.383, -0.08
904.76, -0.12
905.138, -0.13
905.515, -0.13
905.893, -0.1
906.27, -0.1
906.647, -0.11
907.024, -0.11
907.402, -0.12
907.779, -0.13
908.156, -0.12
908.533, -0.09
908.91, -0.1
909.286, -0.09
909.663, -0.1
910.04, -0.1
910.417, -0.1
910.793, -0.11
911.17, -0.14
911.546, -0.11
911.923, -0.12
912.299, -0.11
912.675, -0.1
913.051, -0.1
913.428, -0.12
913.804, -0.11
914.18, -0.11
914.556, -0.1
914.932, -0.09
915.308, -0.13
915.683, -0.11
916.059, -0.11
916.435, -0.11
916.811, -0.12
917.186, -0.11
917.562, -0.14
917.937, -0.11
918.313, -0.11
918.688, -0.11
919.063, -0.11
919.438, -0.09
919.814, -0.14
920.189, -0.1
920.564, -0.11
920.939, -0.11
921.314, -0.1
921.689, -0.13
922.063, -0.1
922.438, -0.11
922.813, -0.07
923.187, -0.06
923.562, -0.1
923.936, -0.08
924.311, -0.08
924.685, -0.08
925.06, -0.1
925.434, -0.11
925.808, -0.09
926.182, -0.11
926.556, -0.07
926.93, -0.1
927.304, -0.08
927.678, -0.06
928.052, -0.1
928.426, -0.13
928.8, -0.12
929.173, -0.06
929.547, -0.13
929.92, -0.1
930.294, -0.1
930.667, -0.07
931.041, -0.08
931.414, -0.09
931.787, -0.06
932.161, -0.06
932.534, -0.11
932.907, -0.1
933.28, -0.09
933.653, -0.08
934.026, -0.06
934.398, -0.04
934.771, -0.08
935.144, -0.07
935.517, -0.07
935.889, -0.06
936.262, -0.09
936.634, -0.06
937.007, -0.06
937.379, -0.1
937.751, -0.09
938.123, -0.09
938.496, -0.03
938.868, -0.1
939.24, -0.08
939.612, -0.07
939.984, -0.08
940.355, -0.06
940.727, -0.07
941.099, -0.01
941.471, -0.08
941.842, -0.04
942.214, -0.04
942.585, -0.09
942.957, -0.07
943.328, -0.12
943.7, -0.06
944.071, -0.01
944.442, -0.02
944.813, -0.01
945.184, -0.06
945.555, -0.06
945.926, -0.05
946.297, -0.07
946.668, -0.03
947.039, -0.01
947.409, -0.04
947.78, -0.01
948.151, -0.1
948.521, -0.06
948.892, -0.02
949.262, 0
949.633, -0.03
950.003, -0.05
950.373, 0
950.743, -0.02
951.113, -0.04
951.483, 0.01
951.853, 0.01
952.223, -0.02
952.593, -0.04
952.963, 0.03
953.333, -0.06
953.702, 0.02
954.072, 0.05
954.442, -0.03
954.811, -0.08
955.181, 0.01
955.55, -0.03
955.919, 0.05
956.289, 0.03
956.658, -0.07
957.027, -0.03
957.396, 0
957.765, 0.04
958.134, -0.02
958.503, 0
958.872, 0.03
959.24, 0.04
959.609, -0.03
959.978, 0.02
960.346, -0.01
960.715, -0.06
961.083, 0
961.452, 0.05
961.82, 0.03
962.188, 0.06
962.557, 0.02
962.925, -0.02
963.293, 0.07
963.661, 0
964.029, 0.02
964.397, 0.03
964.765, 0.02
965.133, 0.05
965.5, -0.02
965.868, 0.13
966.236, -0.06
966.603, 0.07
966.971, 0.02
967.338, -0.05
967.706, -0.04
968.073, -0.12
968.44, 0.04
968.807, -0.01
969.174, 0.09
969.542, 0.06
969.909, 0.03
970.275, -0.06
970.642, 0.13
971.009, 0
971.376, -0.05
971.743, 0.03
972.109, 0.01
972.476, -0.08
972.842, 0.01
973.209, 0.12
973.575, 0.03
973.942, -0.14
974.308, 0
974.674, -0.02
975.04, 0
975.406, -0.07
975.772, -0.06
976.138, 0.1
976.504, -0.03
976.87, -0.05
977.236, 0
977.602, 0.01
977.967, 0.03
978.333, -0.06
978.698, -0.04
979.064, -0.08
979.429, 0.07
979.795, -0.02
980.16, -0.07
980.525, 0.04
980.89, 0.01
981.255, 0.04
981.621, 0.07
981.986, 0.04
982.35, -0.02
982.715, 0.02
983.08, 0.05
983.445, 0.07
983.81, -0.09
984.174, -0.04
984.539, 0.02
984.903, 0.02
985.268, -0.02
985.632, 0.04
985.996, -0.11
986.361, -0.01
986.725, -0.03
987.089, -0.07
987.453, 0.06
987.817, 0.06
988.181, 0.06
988.545, -0.06
988.909, 0.03
989.272, -0.01
989.636, -0.07
990, -0.16
990.363, -0.02
990.727, 0.07
991.09, 0.03
991.454, 0.03
991.817, -0.1
992.18, -0.14
992.543, -0.03
992.907, 0.01
993.27, 0.04
993.633, -0.06
993.996, -0.08
994.359, 0.01
994.721, -0.03
995.084, -0.04
995.447, -0.01
995.81, -0.09
996.172, -0.08
996.535, -0.05
996.897, 0.06
997.259, -0.03
997.622, 0.1
997.984, -0.1
998.346, -0.13
998.708, -0.03
999.071, -0.09
999.433, -0.06
999.795, -0.16
1000.156, -0.09
1000.518, 0.07
1000.88, -0.06
1001.242, -0.01
1001.603, -0.01
1001.965, 0.15
1002.327, 0.04
1002.688, 0.03
1003.049, -0.01
1003.411, 0
1003.772, -0.05
1004.133, 0.07
1004.495, -0.06
1004.856, -0.18
1005.217, 0.14
1005.578, -0.1
1005.939, -0.03
1006.299, -0.03
1006.66, -0.13
1007.021, -0.04
1007.382, 0.02
1007.742, 0.04
1008.103, 0.04
1008.463, -0.04
1008.824, -0.05
1009.184, -0.17
1009.544, 0.11
1009.904, -0.06
1010.265, -0.12
1010.625, -0.11
1010.985, -0.02
1011.345, 0.01
1011.705, -0.11
1012.065, -0.01
1012.424, -0.11
1012.784, -0.1
1013.144, -0.07
1013.503, 0.01
1013.863, 0.07
1014.222, -0.01
1014.582, 0.06
1014.941, -0.12
1015.3, 0.02
1015.66, 0.08
1016.019, 0.04
1016.378, -0.23
1016.737, -0.18
1017.096, 0.06
1017.455, 0
1017.814, -0.06
1018.173, 0.03
1018.531, -0.06
1018.89, -0.13
1019.249, 0.07
1019.607, -0.1
1019.966, -0.02
1020.324, -0.03
1020.682, 0.08
1021.041, -0.12
1021.399, -0.16
1021.757, 0.05
1022.115, -0.05
1022.473, -0.17
1022.831, -0.09
1023.189, -0.12
1023.547, -0.04
1023.905, -0.09
1024.263, -0.12
1024.62, -0.17
1024.978, -0.05
1025.335, -0.02
1025.693, -0.12
1026.05, -0.16
1026.408, 0.02
1026.765, -0.27
1027.122, -0.19
1027.479, 0.02
1027.837, -0.07
1028.194, 0.01
1028.551, 0.1
1028.908, -0.07
1029.264, -0.17
1029.621, -0.14
1029.978, -0.07
1030.335, -0.16
1030.691, 0.02
1031.048, -0.19
1031.404, -0.07
1031.761, -0.12
1032.117, 0.05
1032.473, 0
1032.83, -0.17
1033.186, -0.13
1033.542, 0.02
1033.898, -0.02
1034.254, -0.23
1034.61, -0.23
1034.966, -0.23
